unit_id,tm_id,PLT_CN,county,owner_class,owner_name,OWN_CODE,forest_branch,FORTYPCD,ForTypName,acres,stand_age,prescription,template,entry_years,n_entries,first_entry_year,last_entry_year,cuts,regen_slot,collapsed_to_no_management,notes,params
TM2683_Baker_O4,2683,20220154010478,Baker,private_industrial,Corporate/Other Private,4,other,407,Slash pine / hardwood,0.2223948433204488,24.0,no_management,no_management,,0,,,False,,False,unrefined,
TM64459_Columbia_O6,64459,638334757126144,Columbia,federal,Federal,6,hardwood,983,Palms,0.2223948433204488,50.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM64459_Columbia_O6,64459,638334757126144,Columbia,federal,Federal,6,hardwood,983,Palms,0.2223948433204488,50.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM64459_Columbia_O6,64459,638334757126144,Columbia,federal,Federal,6,hardwood,983,Palms,0.2223948433204488,50.0,no_management,no_management,,0,,,False,,False,,
TM67266_Baker_O4,67266,718562312290487,Baker,private_industrial,Corporate/Other Private,4,hardwood,608,Sweetbay / swamp tupelo / red maple,0.2223948433204488,13.0,hardwood_clearcut_regen,clearcut,2062,1,2062.0,2062.0,True,hardwood_regen,False,unrefined,year=2062
TM67266_Baker_O4,67266,718562312290487,Baker,private_industrial,Corporate/Other Private,4,hardwood,608,Sweetbay / swamp tupelo / red maple,0.2223948433204488,13.0,no_management,no_management,,0,,,False,,False,unrefined,
TM2707_Suwannee_O8,2707,20282429010478,Suwannee,local,Local,8,pine,142,Slash pine,0.2223948433204488,19.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM2707_Suwannee_O8,2707,20282429010478,Suwannee,local,Local,8,pine,142,Slash pine,0.2223948433204488,19.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM2707_Suwannee_O8,2707,20282429010478,Suwannee,local,Local,8,pine,142,Slash pine,0.2223948433204488,19.0,no_management,no_management,,0,,,False,,False,,
TM64479_Baker_O8,64479,638335018126144,Baker,local,Local,8,pine,161,Loblolly pine,0.2223948433204488,54.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
