unit_id,tm_id,PLT_CN,county,owner_class,owner_name,OWN_CODE,forest_branch,FORTYPCD,ForTypName,acres,stand_age,prescription,template,entry_years,n_entries,first_entry_year,last_entry_year,cuts,regen_slot,collapsed_to_no_management,notes,params
TM23747_Baker_O3,23747,173002836010854,Baker,private_family,Family Forest,3,pine,142,Slash pine,17178.222487758107,41.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM23747_Baker_O3,23747,173002836010854,Baker,private_family,Family Forest,3,pine,142,Slash pine,17178.222487758107,41.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM23747_Baker_O3,23747,173002836010854,Baker,private_family,Family Forest,3,pine,142,Slash pine,17178.222487758107,41.0,pine_plantation_long_rotation,clearcut,2027,1,2027.0,2027.0,True,planted_pine_regen,False,thin dropped: stand is at or past rotation age,year=2027
TM23747_Baker_O3,23747,173002836010854,Baker,private_family,Family Forest,3,pine,142,Slash pine,17178.222487758107,41.0,no_management,no_management,,0,,,False,,False,,
TM43151_Union_O3,43151,374861300489998,Union,private_family,Family Forest,3,pine,161,Loblolly pine,11335.465164043275,19.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM43151_Union_O3,43151,374861300489998,Union,private_family,Family Forest,3,pine,161,Loblolly pine,11335.465164043275,19.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM43151_Union_O3,43151,374861300489998,Union,private_family,Family Forest,3,pine,161,Loblolly pine,11335.465164043275,19.0,pine_plantation_long_rotation,plantation_rotation,2027;2042,2,2027.0,2042.0,True,planted_pine_regen,False,,clearcut_year=2042;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM43151_Union_O3,43151,374861300489998,Union,private_family,Family Forest,3,pine,161,Loblolly pine,11335.465164043275,19.0,no_management,no_management,,0,,,False,,False,,
TM2743_Baker_O6,2743,20342987010478,Baker,federal,Federal,6,pine,142,Slash pine,11076.152776731631,96.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM2743_Baker_O6,2743,20342987010478,Baker,federal,Federal,6,pine,142,Slash pine,11076.152776731631,96.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM2743_Baker_O6,2743,20342987010478,Baker,federal,Federal,6,pine,142,Slash pine,11076.152776731631,96.0,no_management,no_management,,0,,,False,,False,,
TM23749_Columbia_O6,23749,173002845010854,Columbia,federal,Federal,6,pine,141,Longleaf pine,10774.362974345782,114.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM23749_Columbia_O6,23749,173002845010854,Columbia,federal,Federal,6,pine,141,Longleaf pine,10774.362974345782,114.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM23749_Columbia_O6,23749,173002845010854,Columbia,federal,Federal,6,pine,141,Longleaf pine,10774.362974345782,114.0,no_management,no_management,,0,,,False,,False,,
TM67523_Baker_O3,67523,718604718290487,Baker,private_family,Family Forest,3,pine,141,Longleaf pine,10288.430241690601,16.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM67523_Baker_O3,67523,718604718290487,Baker,private_family,Family Forest,3,pine,141,Longleaf pine,10288.430241690601,16.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM67523_Baker_O3,67523,718604718290487,Baker,private_family,Family Forest,3,pine,141,Longleaf pine,10288.430241690601,16.0,pine_plantation_long_rotation,plantation_rotation,2027;2042,2,2027.0,2042.0,True,planted_pine_regen,False,,clearcut_year=2042;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM67523_Baker_O3,67523,718604718290487,Baker,private_family,Family Forest,3,pine,141,Longleaf pine,10288.430241690601,16.0,no_management,no_management,,0,,,False,,False,,
TM59428_Baker_O6,59428,533665395126144,Baker,federal,Federal,6,pine,142,Slash pine,10044.68549341139,36.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM59428_Baker_O6,59428,533665395126144,Baker,federal,Federal,6,pine,142,Slash pine,10044.68549341139,36.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM59428_Baker_O6,59428,533665395126144,Baker,federal,Federal,6,pine,142,Slash pine,10044.68549341139,36.0,no_management,no_management,,0,,,False,,False,,
TM64293_Suwannee_O3,64293,638333844126144,Suwannee,private_family,Family Forest,3,pine,161,Loblolly pine,8887.565123615095,5.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM64293_Suwannee_O3,64293,638333844126144,Suwannee,private_family,Family Forest,3,pine,161,Loblolly pine,8887.565123615095,5.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM64293_Suwannee_O3,64293,638333844126144,Suwannee,private_family,Family Forest,3,pine,161,Loblolly pine,8887.565123615095,5.0,pine_plantation_long_rotation,plantation_rotation,2037;2052,2,2037.0,2052.0,True,planted_pine_regen,False,,clearcut_year=2052;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2037
TM64293_Suwannee_O3,64293,638333844126144,Suwannee,private_family,Family Forest,3,pine,161,Loblolly pine,8887.565123615095,5.0,no_management,no_management,,0,,,False,,False,,
TM2743_Baker_O3,2743,20342987010478,Baker,private_family,Family Forest,3,pine,142,Slash pine,8688.076949156652,96.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM2743_Baker_O3,2743,20342987010478,Baker,private_family,Family Forest,3,pine,142,Slash pine,8688.076949156652,96.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM2743_Baker_O3,2743,20342987010478,Baker,private_family,Family Forest,3,pine,142,Slash pine,8688.076949156652,96.0,pine_plantation_long_rotation,clearcut,2027,1,2027.0,2027.0,True,planted_pine_regen,False,thin dropped: stand is at or past rotation age,year=2027
TM2743_Baker_O3,2743,20342987010478,Baker,private_family,Family Forest,3,pine,142,Slash pine,8688.076949156652,96.0,no_management,no_management,,0,,,False,,False,,
TM36962_Suwannee_O3,36962,289516223489998,Suwannee,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,8479.02579643543,72.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM36962_Suwannee_O3,36962,289516223489998,Suwannee,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,8479.02579643543,72.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM36962_Suwannee_O3,36962,289516223489998,Suwannee,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,8479.02579643543,72.0,no_management,no_management,,0,,,False,,False,,
TM59428_Baker_O3,59428,533665395126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,7902.800757392148,36.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM59428_Baker_O3,59428,533665395126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,7902.800757392148,36.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM59428_Baker_O3,59428,533665395126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,7902.800757392148,36.0,pine_plantation_long_rotation,clearcut,2027,1,2027.0,2027.0,True,planted_pine_regen,False,thin dropped: stand is at or past rotation age,year=2027
TM59428_Baker_O3,59428,533665395126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,7902.800757392148,36.0,no_management,no_management,,0,,,False,,False,,
TM2743_Columbia_O6,2743,20342987010478,Columbia,federal,Federal,6,pine,142,Slash pine,7422.205500976658,96.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM2743_Columbia_O6,2743,20342987010478,Columbia,federal,Federal,6,pine,142,Slash pine,7422.205500976658,96.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM2743_Columbia_O6,2743,20342987010478,Columbia,federal,Federal,6,pine,142,Slash pine,7422.205500976658,96.0,no_management,no_management,,0,,,False,,False,,
TM48634_Baker_O3,48634,448940584489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,7131.313045913511,40.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM48634_Baker_O3,48634,448940584489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,7131.313045913511,40.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM48634_Baker_O3,48634,448940584489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,7131.313045913511,40.0,pine_plantation_long_rotation,clearcut,2027,1,2027.0,2027.0,True,planted_pine_regen,False,thin dropped: stand is at or past rotation age,year=2027
TM48634_Baker_O3,48634,448940584489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,7131.313045913511,40.0,no_management,no_management,,0,,,False,,False,,
TM43151_Baker_O3,43151,374861300489998,Baker,private_family,Family Forest,3,pine,161,Loblolly pine,6973.190312312672,19.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM43151_Baker_O3,43151,374861300489998,Baker,private_family,Family Forest,3,pine,161,Loblolly pine,6973.190312312672,19.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM43151_Baker_O3,43151,374861300489998,Baker,private_family,Family Forest,3,pine,161,Loblolly pine,6973.190312312672,19.0,pine_plantation_long_rotation,plantation_rotation,2027;2042,2,2027.0,2042.0,True,planted_pine_regen,False,,clearcut_year=2042;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM43151_Baker_O3,43151,374861300489998,Baker,private_family,Family Forest,3,pine,161,Loblolly pine,6973.190312312672,19.0,no_management,no_management,,0,,,False,,False,,
TM23747_Columbia_O6,23747,173002836010854,Columbia,federal,Federal,6,pine,142,Slash pine,6900.467198546885,41.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM23747_Columbia_O6,23747,173002836010854,Columbia,federal,Federal,6,pine,142,Slash pine,6900.467198546885,41.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM23747_Columbia_O6,23747,173002836010854,Columbia,federal,Federal,6,pine,142,Slash pine,6900.467198546885,41.0,no_management,no_management,,0,,,False,,False,,
TM36935_Baker_O3,36935,289515947489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,6786.156249080174,22.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM36935_Baker_O3,36935,289515947489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,6786.156249080174,22.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM36935_Baker_O3,36935,289515947489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,6786.156249080174,22.0,pine_plantation_long_rotation,plantation_rotation,2027;2037,2,2027.0,2037.0,True,planted_pine_regen,False,,clearcut_year=2037;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM36935_Baker_O3,36935,289515947489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,6786.156249080174,22.0,no_management,no_management,,0,,,False,,False,,
TM59428_Columbia_O6,59428,533665395126144,Columbia,federal,Federal,6,pine,142,Slash pine,6265.529920867004,36.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM59428_Columbia_O6,59428,533665395126144,Columbia,federal,Federal,6,pine,142,Slash pine,6265.529920867004,36.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM59428_Columbia_O6,59428,533665395126144,Columbia,federal,Federal,6,pine,142,Slash pine,6265.529920867004,36.0,no_management,no_management,,0,,,False,,False,,
TM23748_Union_O3,23748,173002842010854,Union,private_family,Family Forest,3,pine,142,Slash pine,6253.298204484379,45.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM23748_Union_O3,23748,173002842010854,Union,private_family,Family Forest,3,pine,142,Slash pine,6253.298204484379,45.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM23748_Union_O3,23748,173002842010854,Union,private_family,Family Forest,3,pine,142,Slash pine,6253.298204484379,45.0,pine_plantation_long_rotation,clearcut,2027,1,2027.0,2027.0,True,planted_pine_regen,False,thin dropped: stand is at or past rotation age,year=2027
TM23748_Union_O3,23748,173002842010854,Union,private_family,Family Forest,3,pine,142,Slash pine,6253.298204484379,45.0,no_management,no_management,,0,,,False,,False,,
TM48592_Suwannee_O3,48592,448940348489998,Suwannee,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,6125.421169575121,75.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM48592_Suwannee_O3,48592,448940348489998,Suwannee,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,6125.421169575121,75.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM48592_Suwannee_O3,48592,448940348489998,Suwannee,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,6125.421169575121,75.0,no_management,no_management,,0,,,False,,False,,
TM36897_Hamilton_O3,36897,289515725489998,Hamilton,private_family,Family Forest,3,other,406,Loblolly pine / hardwood,5840.0885855949855,37.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM36897_Hamilton_O3,36897,289515725489998,Hamilton,private_family,Family Forest,3,other,406,Loblolly pine / hardwood,5840.0885855949855,37.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM36897_Hamilton_O3,36897,289515725489998,Hamilton,private_family,Family Forest,3,other,406,Loblolly pine / hardwood,5840.0885855949855,37.0,no_management,no_management,,0,,,False,,False,,
TM50183_Baker_O3,50183,451136888489998,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,5520.72959058682,52.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM50183_Baker_O3,50183,451136888489998,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,5520.72959058682,52.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM50183_Baker_O3,50183,451136888489998,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,5520.72959058682,52.0,no_management,no_management,,0,,,False,,False,,
TM64406_Hamilton_O4,64406,638334495126144,Hamilton,private_industrial,Corporate/Other Private,4,pine,142,Slash pine,5448.006476821034,29.0,pine_plantation_short_rotation,clearcut,2027,1,2027.0,2027.0,True,planted_pine_regen,False,thin dropped: stand is at or past rotation age; unrefined,year=2027
TM64406_Hamilton_O4,64406,638334495126144,Hamilton,private_industrial,Corporate/Other Private,4,pine,142,Slash pine,5448.006476821034,29.0,pine_plantation_long_rotation,plantation_rotation,2027;2032,2,2027.0,2032.0,True,planted_pine_regen,False,unrefined,clearcut_year=2032;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM64406_Hamilton_O4,64406,638334495126144,Hamilton,private_industrial,Corporate/Other Private,4,pine,142,Slash pine,5448.006476821034,29.0,no_management,no_management,,0,,,False,,False,unrefined,
TM67372_Union_O3,67372,718603850290487,Union,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,5338.365819064053,31.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM67372_Union_O3,67372,718603850290487,Union,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,5338.365819064053,31.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM67372_Union_O3,67372,718603850290487,Union,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,5338.365819064053,31.0,no_management,no_management,,0,,,False,,False,,
TM36962_Columbia_O3,36962,289516223489998,Columbia,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,5143.103146628699,72.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM36962_Columbia_O3,36962,289516223489998,Columbia,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,5143.103146628699,72.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM36962_Columbia_O3,36962,289516223489998,Columbia,private_family,Family Forest,3,hardwood,520,Mixed upland hardwoods,5143.103146628699,72.0,no_management,no_management,,0,,,False,,False,,
TM64454_Baker_O3,64454,638334746126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,5098.179388277968,21.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM64454_Baker_O3,64454,638334746126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,5098.179388277968,21.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM64454_Baker_O3,64454,638334746126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,5098.179388277968,21.0,pine_plantation_long_rotation,plantation_rotation,2027;2037,2,2027.0,2037.0,True,planted_pine_regen,False,,clearcut_year=2037;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM64454_Baker_O3,64454,638334746126144,Baker,private_family,Family Forest,3,pine,142,Slash pine,5098.179388277968,21.0,no_management,no_management,,0,,,False,,False,,
TM43291_Baker_O3,43291,374861937489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,5095.9554398447635,25.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM43291_Baker_O3,43291,374861937489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,5095.9554398447635,25.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM43291_Baker_O3,43291,374861937489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,5095.9554398447635,25.0,pine_plantation_long_rotation,plantation_rotation,2027;2032,2,2027.0,2032.0,True,planted_pine_regen,False,,clearcut_year=2032;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM43291_Baker_O3,43291,374861937489998,Baker,private_family,Family Forest,3,pine,142,Slash pine,5095.9554398447635,25.0,no_management,no_management,,0,,,False,,False,,
TM59213_Columbia_O6,59213,533664592126144,Columbia,federal,Federal,6,other,407,Slash pine / hardwood,5018.117244682607,56.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM59213_Columbia_O6,59213,533664592126144,Columbia,federal,Federal,6,other,407,Slash pine / hardwood,5018.117244682607,56.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM59213_Columbia_O6,59213,533664592126144,Columbia,federal,Federal,6,other,407,Slash pine / hardwood,5018.117244682607,56.0,no_management,no_management,,0,,,False,,False,,
TM48658_Suwannee_O3,48658,448940864489998,Suwannee,private_family,Family Forest,3,pine,142,Slash pine,4951.621186529792,28.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM48658_Suwannee_O3,48658,448940864489998,Suwannee,private_family,Family Forest,3,pine,142,Slash pine,4951.621186529792,28.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM48658_Suwannee_O3,48658,448940864489998,Suwannee,private_family,Family Forest,3,pine,142,Slash pine,4951.621186529792,28.0,pine_plantation_long_rotation,plantation_rotation,2027;2032,2,2027.0,2032.0,True,planted_pine_regen,False,,clearcut_year=2032;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2027
TM48658_Suwannee_O3,48658,448940864489998,Suwannee,private_family,Family Forest,3,pine,142,Slash pine,4951.621186529792,28.0,no_management,no_management,,0,,,False,,False,,
TM67371_Columbia_O6,67371,718603849290487,Columbia,federal,Federal,6,pine,141,Longleaf pine,4759.249647057604,44.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM67371_Columbia_O6,67371,718603849290487,Columbia,federal,Federal,6,pine,141,Longleaf pine,4759.249647057604,44.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM67371_Columbia_O6,67371,718603849290487,Columbia,federal,Federal,6,pine,141,Longleaf pine,4759.249647057604,44.0,no_management,no_management,,0,,,False,,False,,
TM67372_Baker_O3,67372,718603850290487,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,4478.142565100557,31.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM67372_Baker_O3,67372,718603850290487,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,4478.142565100557,31.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM67372_Baker_O3,67372,718603850290487,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,4478.142565100557,31.0,no_management,no_management,,0,,,False,,False,,
TM48445_Columbia_O6,48445,448939642489998,Columbia,federal,Federal,6,pine,161,Loblolly pine,4478.142565100557,59.0,public_selection_light,selection_harvest,2032;2042;2052;2062,4,2032.0,2062.0,True,,False,,end_year=2062;interval=10;proportion=0.2;start_year=2032
TM48445_Columbia_O6,48445,448939642489998,Columbia,federal,Federal,6,pine,161,Loblolly pine,4478.142565100557,59.0,public_thin_restore,thin_from_below_repeated,2027;2042;2057,3,2027.0,2057.0,True,,False,,end_year=2067;interval=15;max_dbh=10.0;proportion=0.3;start_year=2027
TM48445_Columbia_O6,48445,448939642489998,Columbia,federal,Federal,6,pine,161,Loblolly pine,4478.142565100557,59.0,no_management,no_management,,0,,,False,,False,,
TM35220_Hamilton_O3,35220,259083023010854,Hamilton,private_family,Family Forest,3,other,407,Slash pine / hardwood,4475.696221824031,30.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM35220_Hamilton_O3,35220,259083023010854,Hamilton,private_family,Family Forest,3,other,407,Slash pine / hardwood,4475.696221824031,30.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM35220_Hamilton_O3,35220,259083023010854,Hamilton,private_family,Family Forest,3,other,407,Slash pine / hardwood,4475.696221824031,30.0,no_management,no_management,,0,,,False,,False,,
TM67205_Hamilton_O3,67205,718562044290487,Hamilton,private_family,Family Forest,3,pine,161,Loblolly pine,4279.099180328755,4.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM67205_Hamilton_O3,67205,718562044290487,Hamilton,private_family,Family Forest,3,pine,161,Loblolly pine,4279.099180328755,4.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM67205_Hamilton_O3,67205,718562044290487,Hamilton,private_family,Family Forest,3,pine,161,Loblolly pine,4279.099180328755,4.0,pine_plantation_long_rotation,plantation_rotation,2037;2057,2,2037.0,2057.0,True,planted_pine_regen,False,,clearcut_year=2057;thin_max_dbh=9.0;thin_proportion=0.35;thin_year=2037
TM67205_Hamilton_O3,67205,718562044290487,Hamilton,private_family,Family Forest,3,pine,161,Loblolly pine,4279.099180328755,4.0,no_management,no_management,,0,,,False,,False,,
TM43181_Baker_O3,43181,374861410489998,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,4262.641961923042,70.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
TM43181_Baker_O3,43181,374861410489998,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,4262.641961923042,70.0,family_uneven_aged_selection,selection_harvest,2037;2052;2067,3,2037.0,2067.0,True,,False,,end_year=2067;interval=15;proportion=0.15;start_year=2037
TM43181_Baker_O3,43181,374861410489998,Baker,private_family,Family Forest,3,hardwood,608,Sweetbay / swamp tupelo / red maple,4262.641961923042,70.0,no_management,no_management,,0,,,False,,False,,
TM67509_Baker_O3,67509,718604473290487,Baker,private_family,Family Forest,3,pine,142,Slash pine,4224.167654028604,21.0,family_light_thin,thin_from_below,2032,1,2032.0,2032.0,True,,False,,max_dbh=8.0;proportion=0.35;year=2032
