county,acres,smz_acres,smz_pct
Baker,257225.43410192418,2595.3478215496375,1.008977914882727
Columbia,281311.24042321544,2948.7332275858303,1.0482102397151434
Hamilton,154225.26397164824,2100.7416900049593,1.3621255272360213
Suwannee,142796.17057856705,1158.2323440128973,0.811108826882464
Union,89539.72223830581,2351.6030732704253,2.6263238420728436
