"STATE","SOURCE","N_PIXELS","FOREST_ACRES","BAA_sqft_ac","TPA_live_ac","Carbon_tons_ac","BA_Total_sqft","TPA_Total_trees","Carbon_Total_tons"
"FL","TreeMap2022",71791293,15966013.4468819,77.7999103889813,519.478921073897,17.2155492521913,1242154415.43668,8294007439.23753,274863690.855944
