fvs_run_id,PLT_CN,prescription,cycles,first_year,last_year,total_removed_merch_cuft_per_ac,harvest_cycles,ending_ba,ending_merch_cuft_per_ac
289515149489998::public_selection_light,289515149489998,public_selection_light,10,2027,2072,2012.9621276855469,4,126.84651947021484,2239.05322265625
289515149489998::public_thin_restore,289515149489998,public_thin_restore,10,2027,2072,615.1389541625977,3,171.7980499267578,3858.37109375
289515157489998::family_light_thin,289515157489998,family_light_thin,10,2027,2072,9.378613471984863,1,158.06544494628906,4018.382080078125
289515157489998::family_uneven_aged_selection,289515157489998,family_uneven_aged_selection,10,2027,2072,1223.0470275878906,3,127.24346160888672,3063.787841796875
289515157489998::hardwood_clearcut_regen,289515157489998,hardwood_clearcut_regen,10,2027,2072,1864.4671630859375,1,144.32872009277344,3023.75244140625
289515157489998::no_management,289515157489998,no_management,10,2027,2072,0.0,0,157.60166931152344,4054.910400390625
289515157489998::public_selection_light,289515157489998,public_selection_light,10,2027,2072,1703.2793884277344,4,109.04183197021484,2443.36865234375
289515157489998::public_thin_restore,289515157489998,public_thin_restore,10,2027,2072,151.10630989074707,3,152.9794158935547,3972.489990234375
289515176489998::hardwood_clearcut_regen,289515176489998,hardwood_clearcut_regen,10,2027,2072,4462.7705078125,1,152.163818359375,2030.2506103515625
289515176489998::no_management,289515176489998,no_management,10,2027,2072,0.0,0,185.01766967773438,4340.9365234375
289515179489998::family_light_thin,289515179489998,family_light_thin,10,2027,2072,54.26675796508789,1,126.87052917480469,2307.305908203125
289515179489998::family_uneven_aged_selection,289515179489998,family_uneven_aged_selection,10,2027,2072,938.2806701660156,3,114.89765930175781,2020.95556640625
289515179489998::no_management,289515179489998,no_management,10,2027,2072,0.0,0,127.61553192138672,2376.408203125
289515192489998::family_light_thin,289515192489998,family_light_thin,10,2027,2072,13.16781997680664,1,192.27198791503906,5707.0244140625
289515192489998::family_uneven_aged_selection,289515192489998,family_uneven_aged_selection,10,2027,2072,1621.95654296875,3,181.29481506347656,5007.9462890625
289515192489998::no_management,289515192489998,no_management,10,2027,2072,0.0,0,194.43663024902344,5719.994140625
289515192489998::pine_plantation_long_rotation,289515192489998,pine_plantation_long_rotation,10,2027,2072,1967.896484375,1,181.932861328125,5968.47998046875
289515192489998::pine_plantation_short_rotation,289515192489998,pine_plantation_short_rotation,10,2027,2072,1967.896484375,1,181.932861328125,5968.47998046875
289515192489998::public_selection_light,289515192489998,public_selection_light,10,2027,2072,2239.8885192871094,4,183.48167419433594,4902.21826171875
289515192489998::public_thin_restore,289515192489998,public_thin_restore,10,2027,2072,469.1514263153076,3,191.5029754638672,5547.29248046875
289515321489998::family_light_thin,289515321489998,family_light_thin,10,2027,2072,5.597286224365234,1,195.09469604492188,2002.1656494140625
289515321489998::family_uneven_aged_selection,289515321489998,family_uneven_aged_selection,10,2027,2072,611.3319702148438,3,179.84144592285156,1866.5074462890625
289515321489998::hardwood_clearcut_regen,289515321489998,hardwood_clearcut_regen,10,2027,2072,1550.2789306640625,1,38.297454833984375,0.0
289515321489998::no_management,289515321489998,no_management,10,2027,2072,0.0,0,195.07737731933594,2006.010986328125
289515321489998::public_selection_light,289515321489998,public_selection_light,10,2027,2072,838.9411926269531,4,147.69140625,1580.615234375
289515321489998::public_thin_restore,289515321489998,public_thin_restore,10,2027,2072,19.785049200057983,3,195.11349487304688,2134.65234375
289515324489998::family_light_thin,289515324489998,family_light_thin,10,2027,2072,247.8232421875,1,267.0308837890625,4923.2451171875
289515324489998::family_uneven_aged_selection,289515324489998,family_uneven_aged_selection,10,2027,2072,1518.7976989746094,3,218.25389099121094,3730.35302734375
289515324489998::hardwood_clearcut_regen,289515324489998,hardwood_clearcut_regen,10,2027,2072,2778.75634765625,1,199.08316040039062,845.2982788085938
289515324489998::no_management,289515324489998,no_management,10,2027,2072,0.0,0,271.7270812988281,5499.15966796875
289515324489998::public_selection_light,289515324489998,public_selection_light,10,2027,2072,2067.8235778808594,4,184.98629760742188,2749.1982421875
289515324489998::public_thin_restore,289515324489998,public_thin_restore,10,2027,2072,788.4010314941406,3,231.15892028808594,4120.2197265625
289515325489998::family_light_thin,289515325489998,family_light_thin,10,2027,2072,178.61068725585938,1,177.13780212402344,4136.48046875
289515325489998::family_uneven_aged_selection,289515325489998,family_uneven_aged_selection,10,2027,2072,1055.3573303222656,3,149.5824737548828,3494.60986328125
289515325489998::no_management,289515325489998,no_management,10,2027,2072,0.0,0,178.48574829101562,4203.18896484375
289515325489998::pine_plantation_long_rotation,289515325489998,pine_plantation_long_rotation,10,2027,2072,1679.6353302001953,2,139.10702514648438,2188.065185546875
289515325489998::pine_plantation_short_rotation,289515325489998,pine_plantation_short_rotation,10,2027,2072,789.7058639526367,2,193.35769653320312,4555.82373046875
289515325489998::public_selection_light,289515325489998,public_selection_light,10,2027,2072,1281.933364868164,4,123.67630767822266,2898.173583984375
289515325489998::public_thin_restore,289515325489998,public_thin_restore,10,2027,2072,768.7729911804199,3,131.39657592773438,3132.41259765625
289515326489998::family_light_thin,289515326489998,family_light_thin,10,2027,2072,73.5655288696289,1,146.09381103515625,3153.257568359375
289515326489998::family_uneven_aged_selection,289515326489998,family_uneven_aged_selection,10,2027,2072,1089.7185668945312,3,124.38810729980469,2253.717529296875
289515326489998::no_management,289515326489998,no_management,10,2027,2072,0.0,0,144.9819793701172,3257.019775390625
289515326489998::pine_plantation_long_rotation,289515326489998,pine_plantation_long_rotation,10,2027,2072,2069.949462890625,1,128.879638671875,2427.82080078125
289515326489998::pine_plantation_short_rotation,289515326489998,pine_plantation_short_rotation,10,2027,2072,2069.949462890625,1,128.879638671875,2427.82080078125
289515326489998::public_selection_light,289515326489998,public_selection_light,10,2027,2072,1573.8414001464844,4,105.7591552734375,1667.986572265625
289515326489998::public_thin_restore,289515326489998,public_thin_restore,10,2027,2072,208.41129302978516,3,141.03831481933594,3052.3154296875
289515327489998::family_light_thin,289515327489998,family_light_thin,10,2027,2072,132.60324096679688,1,198.2942657470703,2112.496826171875
289515327489998::family_uneven_aged_selection,289515327489998,family_uneven_aged_selection,10,2027,2072,648.1541442871094,3,158.42138671875,1699.7017822265625
289515327489998::hardwood_clearcut_regen,289515327489998,hardwood_clearcut_regen,10,2027,2072,1003.5894775390625,1,157.9674530029297,324.1708679199219
289515327489998::no_management,289515327489998,no_management,10,2027,2072,0.0,0,219.5956268310547,2556.802734375
289515327489998::public_selection_light,289515327489998,public_selection_light,10,2027,2072,812.6594543457031,4,140.66896057128906,1218.3795166015625
289515327489998::public_thin_restore,289515327489998,public_thin_restore,10,2027,2072,433.17960357666016,3,154.7204132080078,1659.9896240234375
289515330489998::family_light_thin,289515330489998,family_light_thin,10,2027,2072,147.8638458251953,1,172.3876190185547,3378.832275390625
289515330489998::family_uneven_aged_selection,289515330489998,family_uneven_aged_selection,10,2027,2072,1139.7381286621094,3,143.8583221435547,2613.53955078125
289515330489998::no_management,289515330489998,no_management,10,2027,2072,0.0,0,171.86123657226562,3355.013427734375
289515330489998::pine_plantation_long_rotation,289515330489998,pine_plantation_long_rotation,10,2027,2072,1762.676025390625,1,150.09136962890625,2388.48583984375
289515330489998::pine_plantation_short_rotation,289515330489998,pine_plantation_short_rotation,10,2027,2072,1762.676025390625,1,150.09136962890625,2388.48583984375
289515330489998::public_selection_light,289515330489998,public_selection_light,10,2027,2072,1649.8597717285156,4,121.2208480834961,2105.446533203125
289515330489998::public_thin_restore,289515330489998,public_thin_restore,10,2027,2072,507.160888671875,3,153.43238830566406,3142.84326171875
289515345489998::family_light_thin,289515345489998,family_light_thin,10,2027,2072,182.0083465576172,1,265.46337890625,6875.81103515625
289515345489998::family_uneven_aged_selection,289515345489998,family_uneven_aged_selection,10,2027,2072,2713.0491943359375,3,235.759521484375,5889.8193359375
289515345489998::hardwood_clearcut_regen,289515345489998,hardwood_clearcut_regen,10,2027,2072,4761.359375,1,183.69595336914062,2915.2041015625
289515345489998::no_management,289515345489998,no_management,10,2027,2072,0.0,0,263.4530029296875,6906.5986328125
289515345489998::public_selection_light,289515345489998,public_selection_light,10,2027,2072,3905.69775390625,4,186.95333862304688,4480.80078125
289515345489998::public_thin_restore,289515345489998,public_thin_restore,10,2027,2072,719.3335571289062,3,271.0069274902344,7041.3125
289515362489998::family_light_thin,289515362489998,family_light_thin,10,2027,2072,103.45240020751953,1,149.78257751464844,2592.2626953125
289515362489998::family_uneven_aged_selection,289515362489998,family_uneven_aged_selection,10,2027,2072,794.7253265380859,3,115.43330383300781,1902.6046142578125
289515362489998::hardwood_clearcut_regen,289515362489998,hardwood_clearcut_regen,10,2027,2072,1062.3795166015625,1,110.50904083251953,1529.618896484375
289515362489998::no_management,289515362489998,no_management,10,2027,2072,0.0,0,162.02105712890625,2759.802734375
289515362489998::public_selection_light,289515362489998,public_selection_light,10,2027,2072,1091.9258575439453,4,90.40526580810547,1410.606689453125
289515362489998::public_thin_restore,289515362489998,public_thin_restore,10,2027,2072,309.50462341308594,3,127.26699829101562,2366.70263671875
289515364489998::family_light_thin,289515364489998,family_light_thin,10,2027,2072,81.81681823730469,1,164.580078125,5260.61181640625
289515364489998::family_uneven_aged_selection,289515364489998,family_uneven_aged_selection,10,2027,2072,1718.7952270507812,3,115.87568664550781,3658.565673828125
289515364489998::no_management,289515364489998,no_management,10,2027,2072,0.0,0,170.27099609375,5375.96875
289515364489998::pine_plantation_long_rotation,289515364489998,pine_plantation_long_rotation,10,2027,2072,3042.056884765625,1,117.4906997680664,2927.310302734375
289515364489998::pine_plantation_short_rotation,289515364489998,pine_plantation_short_rotation,10,2027,2072,3042.056884765625,1,117.4906997680664,2927.310302734375
289515366489998::family_light_thin,289515366489998,family_light_thin,10,2027,2072,31.649572372436523,1,175.02479553222656,2031.845458984375
289515366489998::family_uneven_aged_selection,289515366489998,family_uneven_aged_selection,10,2027,2072,699.4716186523438,3,156.16326904296875,1662.414306640625
289515366489998::hardwood_clearcut_regen,289515366489998,hardwood_clearcut_regen,10,2027,2072,1194.694580078125,1,130.81558227539062,550.7159423828125
289515366489998::no_management,289515366489998,no_management,10,2027,2072,0.0,0,177.33587646484375,2162.00146484375
289515366489998::public_selection_light,289515366489998,public_selection_light,10,2027,2072,1018.9967956542969,4,152.26356506347656,1295.6533203125
289515366489998::public_thin_restore,289515366489998,public_thin_restore,10,2027,2072,174.05733108520508,3,172.65711975097656,2025.7325439453125
289515419489998::family_light_thin,289515419489998,family_light_thin,10,2027,2072,17.55996322631836,1,180.34490966796875,2937.674072265625
289515419489998::family_uneven_aged_selection,289515419489998,family_uneven_aged_selection,10,2027,2072,1026.8501892089844,3,159.83160400390625,2346.200927734375
289515419489998::hardwood_clearcut_regen,289515419489998,hardwood_clearcut_regen,10,2027,2072,1909.08203125,1,154.7119903564453,2140.3671875
289515419489998::no_management,289515419489998,no_management,10,2027,2072,0.0,0,180.92529296875,2938.1787109375
289515421489998::family_light_thin,289515421489998,family_light_thin,10,2027,2072,117.809326171875,1,254.1238250732422,4402.67529296875
289515421489998::family_uneven_aged_selection,289515421489998,family_uneven_aged_selection,10,2027,2072,1140.497802734375,3,203.6482696533203,3482.232666015625
289515421489998::hardwood_clearcut_regen,289515421489998,hardwood_clearcut_regen,10,2027,2072,1372.34619140625,1,141.6573944091797,962.3726196289062
289515421489998::no_management,289515421489998,no_management,10,2027,2072,0.0,0,287.23736572265625,5188.36865234375
289515421489998::public_selection_light,289515421489998,public_selection_light,10,2027,2072,1307.6519317626953,4,160.9040069580078,2525.928466796875
289515421489998::public_thin_restore,289515421489998,public_thin_restore,10,2027,2072,442.318115234375,3,209.21121215820312,3758.130859375
289515425489998::hardwood_clearcut_regen,289515425489998,hardwood_clearcut_regen,10,2027,2072,1386.977294921875,1,124.7928695678711,785.1689453125
289515425489998::no_management,289515425489998,no_management,10,2027,2072,0.0,0,168.5497589111328,1983.037353515625
289515430489998::family_light_thin,289515430489998,family_light_thin,10,2027,2072,7.069859981536865,1,207.99607849121094,5811.00146484375
289515430489998::family_uneven_aged_selection,289515430489998,family_uneven_aged_selection,10,2027,2072,1461.307632446289,3,193.18003845214844,5372.611328125
289515430489998::no_management,289515430489998,no_management,10,2027,2072,0.0,0,211.66558837890625,6031.560546875
289515430489998::pine_plantation_long_rotation,289515430489998,pine_plantation_long_rotation,10,2027,2072,381.76287841796875,1,156.530029296875,4157.7265625
289515430489998::pine_plantation_short_rotation,289515430489998,pine_plantation_short_rotation,10,2027,2072,381.76287841796875,1,156.530029296875,4157.7265625
289515430489998::public_selection_light,289515430489998,public_selection_light,10,2027,2072,1750.3130798339844,4,175.69180297851562,4760.73291015625
289515430489998::public_thin_restore,289515430489998,public_thin_restore,10,2027,2072,599.1387615203857,3,189.5889434814453,5161.48486328125
289515437489998::family_light_thin,289515437489998,family_light_thin,10,2027,2072,64.71894073486328,1,161.81553649902344,2963.04150390625
289515437489998::family_uneven_aged_selection,289515437489998,family_uneven_aged_selection,10,2027,2072,1010.2598266601562,3,147.798095703125,2445.98095703125
289515437489998::hardwood_clearcut_regen,289515437489998,hardwood_clearcut_regen,10,2027,2072,1768.2919921875,1,125.993408203125,1422.1971435546875
289515437489998::no_management,289515437489998,no_management,10,2027,2072,0.0,0,161.557373046875,3006.330322265625
289515438489998::family_light_thin,289515438489998,family_light_thin,10,2027,2072,2.425286293029785,1,222.5277099609375,8015.89111328125
289515438489998::family_uneven_aged_selection,289515438489998,family_uneven_aged_selection,10,2027,2072,2297.4031982421875,3,179.62628173828125,6122.568359375
289515438489998::no_management,289515438489998,no_management,10,2027,2072,0.0,0,222.52761840820312,7840.1259765625
289515438489998::pine_plantation_long_rotation,289515438489998,pine_plantation_long_rotation,10,2027,2072,4337.268842697144,2,186.52308654785156,4853.6298828125
289515438489998::pine_plantation_short_rotation,289515438489998,pine_plantation_short_rotation,10,2027,2072,2544.187849998474,2,222.5277099609375,7081.3603515625
289515438489998::public_selection_light,289515438489998,public_selection_light,10,2027,2072,3196.6504516601562,4,158.17747497558594,5209.50634765625
289515438489998::public_thin_restore,289515438489998,public_thin_restore,10,2027,2072,298.3152084350586,3,213.99021911621094,7929.0732421875
289515455489998::no_management,289515455489998,no_management,10,2027,2072,0.0,0,123.45296478271484,4059.32958984375
289515455489998::public_selection_light,289515455489998,public_selection_light,10,2027,2072,1101.196548461914,4,60.10334777832031,1987.5670166015625
289515455489998::public_thin_restore,289515455489998,public_thin_restore,10,2027,2072,440.8390808105469,3,74.75961303710938,2485.379150390625
289515485489998::family_light_thin,289515485489998,family_light_thin,10,2027,2072,110.6594467163086,1,192.37655639648438,5213.95068359375
289515485489998::family_uneven_aged_selection,289515485489998,family_uneven_aged_selection,10,2027,2072,1959.4512329101562,3,178.568359375,4748.86376953125
289515485489998::hardwood_clearcut_regen,289515485489998,hardwood_clearcut_regen,10,2027,2072,4513.1220703125,1,60.55436325073242,166.35206604003906
289515485489998::no_management,289515485489998,no_management,10,2027,2072,0.0,0,191.76846313476562,5169.32421875
289515485489998::public_selection_light,289515485489998,public_selection_light,10,2027,2072,3220.261474609375,4,188.51385498046875,4814.8623046875
289515485489998::public_thin_restore,289515485489998,public_thin_restore,10,2027,2072,339.92518615722656,3,194.035400390625,5314.86962890625
289515496489998::family_light_thin,289515496489998,family_light_thin,10,2027,2072,476.0887756347656,1,170.51638793945312,5351.4931640625
289515496489998::family_uneven_aged_selection,289515496489998,family_uneven_aged_selection,10,2027,2072,1683.5270385742188,3,138.99876403808594,4337.66650390625
289515496489998::no_management,289515496489998,no_management,10,2027,2072,0.0,0,178.48574829101562,5548.013671875
289515496489998::pine_plantation_long_rotation,289515496489998,pine_plantation_long_rotation,10,2027,2072,2372.5750732421875,2,209.91351318359375,5897.10009765625
289515496489998::pine_plantation_short_rotation,289515496489998,pine_plantation_short_rotation,10,2027,2072,1344.69970703125,1,131.18270874023438,3477.5361328125
289515496489998::public_selection_light,289515496489998,public_selection_light,10,2027,2072,2281.5840454101562,4,113.18045043945312,3559.43310546875
289515496489998::public_thin_restore,289515496489998,public_thin_restore,10,2027,2072,1448.396484375,3,131.46949768066406,4168.33642578125
289515526489998::family_light_thin,289515526489998,family_light_thin,10,2027,2072,18.958757400512695,1,200.7459259033203,4487.72998046875
289515526489998::family_uneven_aged_selection,289515526489998,family_uneven_aged_selection,10,2027,2072,1349.0487060546875,3,187.91827392578125,3870.56103515625
289515526489998::no_management,289515526489998,no_management,10,2027,2072,0.0,0,201.78732299804688,4584.6748046875
289515526489998::pine_plantation_long_rotation,289515526489998,pine_plantation_long_rotation,10,2027,2072,1412.1412353515625,1,193.69607543945312,4442.7392578125
289515526489998::pine_plantation_short_rotation,289515526489998,pine_plantation_short_rotation,10,2027,2072,1412.1412353515625,1,193.69607543945312,4442.7392578125
289515533489998::family_light_thin,289515533489998,family_light_thin,10,2027,2072,159.1862030029297,1,288.8224182128906,7731.5048828125
289515533489998::family_uneven_aged_selection,289515533489998,family_uneven_aged_selection,10,2027,2072,2586.5957641601562,3,270.7046813964844,7054.8251953125
289515533489998::hardwood_clearcut_regen,289515533489998,hardwood_clearcut_regen,10,2027,2072,6832.517578125,1,40.7790412902832,0.0
289515533489998::no_management,289515533489998,no_management,10,2027,2072,0.0,0,288.82232666015625,7815.20263671875
289515533489998::public_selection_light,289515533489998,public_selection_light,10,2027,2072,3835.7232360839844,4,288.8210754394531,6986.73779296875
289515533489998::public_thin_restore,289515533489998,public_thin_restore,10,2027,2072,772.0558929443359,3,288.8225402832031,7595.88720703125
289515538489998::family_light_thin,289515538489998,family_light_thin,10,2027,2072,0.0,0,156.007568359375,2401.70458984375
289515538489998::family_uneven_aged_selection,289515538489998,family_uneven_aged_selection,10,2027,2072,854.6858825683594,3,140.0334930419922,1898.036376953125
289515538489998::no_management,289515538489998,no_management,10,2027,2072,0.0,0,155.7013702392578,2328.76904296875
289515538489998::pine_plantation_long_rotation,289515538489998,pine_plantation_long_rotation,10,2027,2072,1723.2132568359375,1,150.10845947265625,2574.236328125
289515538489998::pine_plantation_short_rotation,289515538489998,pine_plantation_short_rotation,10,2027,2072,1723.2132568359375,1,150.10845947265625,2574.236328125
289515540489998::family_light_thin,289515540489998,family_light_thin,10,2027,2072,205.56539916992188,1,228.61373901367188,7344.37255859375
289515540489998::family_uneven_aged_selection,289515540489998,family_uneven_aged_selection,10,2027,2072,2474.206787109375,3,212.4130096435547,6490.74365234375
289515540489998::hardwood_clearcut_regen,289515540489998,hardwood_clearcut_regen,10,2027,2072,2752.7958984375,1,205.6429443359375,5561.56494140625
289515540489998::no_management,289515540489998,no_management,10,2027,2072,0.0,0,227.43748474121094,7463.80810546875
289515540489998::public_selection_light,289515540489998,public_selection_light,10,2027,2072,3453.7849731445312,4,193.6500244140625,5487.494140625
289515540489998::public_thin_restore,289515540489998,public_thin_restore,10,2027,2072,1138.4923706054688,3,230.65924072265625,7290.5556640625
289515543489998::family_light_thin,289515543489998,family_light_thin,10,2027,2072,71.1658706665039,1,220.74673461914062,6830.314453125
289515543489998::family_uneven_aged_selection,289515543489998,family_uneven_aged_selection,10,2027,2072,2901.43408203125,3,204.7078094482422,6014.7626953125
289515543489998::no_management,289515543489998,no_management,10,2027,2072,0.0,0,222.78587341308594,6892.64404296875
289515552489998::family_light_thin,289515552489998,family_light_thin,10,2027,2072,209.07655334472656,1,172.05856323242188,4092.134765625
289515552489998::family_uneven_aged_selection,289515552489998,family_uneven_aged_selection,10,2027,2072,1128.9156036376953,3,141.4258575439453,3356.981201171875
289515552489998::no_management,289515552489998,no_management,10,2027,2072,0.0,0,178.4857177734375,4242.7705078125
289515552489998::pine_plantation_long_rotation,289515552489998,pine_plantation_long_rotation,10,2027,2072,2059.199378967285,2,138.16273498535156,2112.8828125
289515552489998::pine_plantation_short_rotation,289515552489998,pine_plantation_short_rotation,10,2027,2072,989.917594909668,2,192.22628784179688,4527.43994140625
289515552489998::public_selection_light,289515552489998,public_selection_light,10,2027,2072,1467.7506713867188,4,122.42860412597656,2906.850830078125
289515552489998::public_thin_restore,289515552489998,public_thin_restore,10,2027,2072,796.8308029174805,3,134.28558349609375,3251.88232421875
289515560489998::family_light_thin,289515560489998,family_light_thin,10,2027,2072,61.92700958251953,1,189.1063690185547,4564.3134765625
289515560489998::family_uneven_aged_selection,289515560489998,family_uneven_aged_selection,10,2027,2072,1458.1936950683594,3,145.13868713378906,3442.45849609375
289515560489998::hardwood_clearcut_regen,289515560489998,hardwood_clearcut_regen,10,2027,2072,2372.59423828125,1,118.17488861083984,1754.943359375
289515560489998::no_management,289515560489998,no_management,10,2027,2072,0.0,0,186.00753784179688,4532.48486328125
289515560489998::public_selection_light,289515560489998,public_selection_light,10,2027,2072,2082.3238525390625,4,114.1744155883789,2560.4423828125
289515560489998::public_thin_restore,289515560489998,public_thin_restore,10,2027,2072,312.6895751953125,3,179.5103759765625,4345.22509765625
289515563489998::family_light_thin,289515563489998,family_light_thin,10,2027,2072,411.33453369140625,1,222.5276641845703,6580.24169921875
289515563489998::family_uneven_aged_selection,289515563489998,family_uneven_aged_selection,10,2027,2072,2202.6631774902344,3,201.79043579101562,5849.3076171875
289515563489998::no_management,289515563489998,no_management,10,2027,2072,0.0,0,222.52755737304688,6575.2958984375
289515563489998::pine_plantation_long_rotation,289515563489998,pine_plantation_long_rotation,10,2027,2072,4741.4996337890625,2,136.6827850341797,1983.9002685546875
289515563489998::pine_plantation_short_rotation,289515563489998,pine_plantation_short_rotation,10,2027,2072,2841.2178955078125,2,189.45567321777344,4445.5439453125
289515563489998::public_selection_light,289515563489998,public_selection_light,10,2027,2072,3086.937225341797,4,182.98512268066406,5275.92578125
289515563489998::public_thin_restore,289515563489998,public_thin_restore,10,2027,2072,1198.7591552734375,3,222.5277862548828,6555.24609375
289515568489998::family_light_thin,289515568489998,family_light_thin,10,2027,2072,294.3244934082031,1,173.20838928222656,4433.26806640625
289515568489998::family_uneven_aged_selection,289515568489998,family_uneven_aged_selection,10,2027,2072,1246.026840209961,3,142.2970428466797,3630.7666015625
289515568489998::no_management,289515568489998,no_management,10,2027,2072,0.0,0,178.4857940673828,4541.3291015625
289515568489998::pine_plantation_long_rotation,289515568489998,pine_plantation_long_rotation,10,2027,2072,2471.94482421875,2,140.8466339111328,2144.856201171875
289515568489998::pine_plantation_short_rotation,289515568489998,pine_plantation_short_rotation,10,2027,2072,1112.1621398925781,2,191.4827423095703,4509.76806640625
289515568489998::public_selection_light,289515568489998,public_selection_light,10,2027,2072,1642.4552001953125,4,124.88056945800781,3199.0869140625
289515568489998::public_thin_restore,289515568489998,public_thin_restore,10,2027,2072,835.8850402832031,3,140.94606018066406,3631.368408203125
289515570489998::family_light_thin,289515570489998,family_light_thin,10,2027,2072,124.1918716430664,1,177.8008575439453,4865.24658203125
289515570489998::family_uneven_aged_selection,289515570489998,family_uneven_aged_selection,10,2027,2072,1958.9496459960938,3,157.50006103515625,4318.67578125
289515570489998::no_management,289515570489998,no_management,10,2027,2072,0.0,0,177.8015594482422,4861.98876953125
289515570489998::pine_plantation_long_rotation,289515570489998,pine_plantation_long_rotation,10,2027,2072,4542.177215576172,2,166.96827697753906,3390.319091796875
289515570489998::pine_plantation_short_rotation,289515570489998,pine_plantation_short_rotation,10,2027,2072,4055.6279296875,2,212.51092529296875,5444.55029296875
289515570489998::public_selection_light,289515570489998,public_selection_light,10,2027,2072,3244.8920288085938,4,150.0482635498047,4123.22412109375
289515570489998::public_thin_restore,289515570489998,public_thin_restore,10,2027,2072,626.5665311813354,3,177.79588317871094,4867.53759765625
289515602489998::family_light_thin,289515602489998,family_light_thin,10,2027,2072,2.363847255706787,1,170.8360137939453,2858.255126953125
289515602489998::family_uneven_aged_selection,289515602489998,family_uneven_aged_selection,10,2027,2072,1059.8394470214844,3,154.8994903564453,2210.115966796875
289515602489998::no_management,289515602489998,no_management,10,2027,2072,0.0,0,172.85328674316406,2949.8740234375
289515602489998::pine_plantation_long_rotation,289515602489998,pine_plantation_long_rotation,10,2027,2072,1946.53955078125,1,136.2224578857422,1332.6015625
289515602489998::pine_plantation_short_rotation,289515602489998,pine_plantation_short_rotation,10,2027,2072,1946.53955078125,1,136.2224578857422,1332.6015625
289515625489998::family_light_thin,289515625489998,family_light_thin,10,2027,2072,218.78086853027344,1,182.53578186035156,4171.2939453125
289515625489998::family_uneven_aged_selection,289515625489998,family_uneven_aged_selection,10,2027,2072,1538.1152954101562,3,167.8906707763672,4022.711669921875
289515625489998::no_management,289515625489998,no_management,10,2027,2072,0.0,0,182.47059631347656,4231.80859375
289515625489998::pine_plantation_long_rotation,289515625489998,pine_plantation_long_rotation,10,2027,2072,1383.6239013671875,1,176.07484436035156,4170.2333984375
289515625489998::pine_plantation_short_rotation,289515625489998,pine_plantation_short_rotation,10,2027,2072,1383.6239013671875,1,176.07484436035156,4170.2333984375
289515723489998::family_light_thin,289515723489998,family_light_thin,10,2027,2072,92.45541381835938,1,163.38534545898438,3556.160888671875
289515723489998::family_uneven_aged_selection,289515723489998,family_uneven_aged_selection,10,2027,2072,902.2060165405273,3,147.80332946777344,3222.372314453125
289515723489998::hardwood_clearcut_regen,289515723489998,hardwood_clearcut_regen,10,2027,2072,2653.316162109375,1,28.142093658447266,0.0
289515723489998::no_management,289515723489998,no_management,10,2027,2072,0.0,0,166.2899932861328,3817.494140625
289515723489998::public_selection_light,289515723489998,public_selection_light,10,2027,2072,1162.5267715454102,4,155.43505859375,3030.15673828125
289515723489998::public_thin_restore,289515723489998,public_thin_restore,10,2027,2072,828.7036437988281,3,163.84262084960938,3304.542724609375
289515725489998::family_light_thin,289515725489998,family_light_thin,10,2027,2072,69.93730163574219,1,186.28175354003906,4517.9375
289515725489998::family_uneven_aged_selection,289515725489998,family_uneven_aged_selection,10,2027,2072,1411.0116882324219,3,171.44529724121094,3846.09228515625
289515725489998::hardwood_clearcut_regen,289515725489998,hardwood_clearcut_regen,10,2027,2072,2151.099609375,1,161.7921600341797,3151.434326171875
289515725489998::no_management,289515725489998,no_management,10,2027,2072,0.0,0,186.6882781982422,4507.90673828125
289515725489998::public_selection_light,289515725489998,public_selection_light,10,2027,2072,1917.3384704589844,4,148.59060668945312,3196.867919921875
289515725489998::public_thin_restore,289515725489998,public_thin_restore,10,2027,2072,438.3011474609375,3,186.9835205078125,4516.19189453125
289515730489998::family_light_thin,289515730489998,family_light_thin,10,2027,2072,24.640043258666992,1,185.238525390625,7966.37548828125
289515730489998::family_uneven_aged_selection,289515730489998,family_uneven_aged_selection,10,2027,2072,3147.6204833984375,3,162.93690490722656,6837.4501953125
289515730489998::no_management,289515730489998,no_management,10,2027,2072,0.0,0,185.7085723876953,7970.93798828125
289515730489998::pine_plantation_long_rotation,289515730489998,pine_plantation_long_rotation,10,2027,2072,6446.749099731445,2,221.25242614746094,8505.5693359375
289515746489998::family_light_thin,289515746489998,family_light_thin,10,2027,2072,229.71334838867188,1,159.51690673828125,3951.964111328125
289515746489998::family_uneven_aged_selection,289515746489998,family_uneven_aged_selection,10,2027,2072,1503.8367614746094,3,135.0254669189453,3303.46533203125
289515746489998::no_management,289515746489998,no_management,10,2027,2072,0.0,0,159.360107421875,3931.5537109375
289515746489998::pine_plantation_long_rotation,289515746489998,pine_plantation_long_rotation,10,2027,2072,2807.4925231933594,2,132.8181915283203,1415.7760009765625
289515746489998::pine_plantation_short_rotation,289515746489998,pine_plantation_short_rotation,10,2027,2072,1971.60693359375,1,113.30410766601562,1908.73095703125
289515763489998::family_light_thin,289515763489998,family_light_thin,10,2027,2072,2.384809970855713,1,178.4857940673828,3804.669677734375
289515763489998::family_uneven_aged_selection,289515763489998,family_uneven_aged_selection,10,2027,2072,1151.4559631347656,3,163.2899627685547,3179.805419921875
289515763489998::no_management,289515763489998,no_management,10,2027,2072,0.0,0,178.48568725585938,3748.885986328125
