seed,objective,initial_temperature,temperature_levels,moves_proposed,moves_accepted,accept_rate
42,63.62641378567339,0.09809156725951486,135,15971850,8883302,0.556184912831012
43,63.07698632041486,0.05278232337207,123,14552130,7898555,0.5427765557344526
44,64.16462855217891,0.04596232959205266,120,14197200,7598705,0.5352256078663399
45,63.57253295798519,0.0693314797738343,128,15143680,8265539,0.5458078221409856
46,66.56017792307229,0.09613361007058094,134,15853540,8817696,0.5561972909520524
