dimension,key,cycle,calendar_year,volume_cuft,target_cuft,deviation_cuft,deviation_pct
county,Suwanee,3,2037,43273273.1533031,112373500.0,-69100226.8466969,-61.491567715428374
county,Suwanee,4,2042,52860719.5285791,112373500.0,-59512780.4714209,-52.95979966043676
county,Suwanee,5,2047,53853098.534879126,112373500.0,-58520401.465120874,-52.07669198264794
county,Suwanee,6,2052,53441717.04075084,112373500.0,-58931782.95924916,-52.44277606308352
county,Suwanee,7,2057,49850920.021698244,112373500.0,-62522579.978301756,-55.63818869956151
county,Suwanee,8,2062,43483720.88309987,112373500.0,-68889779.11690013,-61.304292486128965
county,Suwanee,9,2067,79202840.02327985,112373500.0,-33170659.976720154,-29.518222691933733
county,Suwanee,10,2072,49716600.56059728,112373500.0,-62656899.43940272,-55.757718180356335
county,Union,1,2027,24475733.834241886,38214500.0,-13738766.165758114,-35.951709863423865
county,Union,2,2032,25805972.038411118,38214500.0,-12408527.961588882,-32.47073221313607
county,Union,3,2037,27106603.652759496,38214500.0,-11107896.347240504,-29.067229316726642
county,Union,4,2042,28290717.833189335,38214500.0,-9923782.166810665,-25.9686301451299
county,Union,5,2047,28500089.64317442,38214500.0,-9714410.356825579,-25.420744368827485
county,Union,6,2052,28733744.587814026,38214500.0,-9480755.412185974,-24.809314297415835
county,Union,7,2057,29839646.14130019,38214500.0,-8374853.85869981,-21.915382534639495
county,Union,8,2062,30819764.59149913,38214500.0,-7394735.408500869,-19.350600972146356
county,Union,9,2067,21612065.062422335,38214500.0,-16602434.937577665,-43.445380516761084
county,Union,10,2072,20738715.321758717,38214500.0,-17475784.678241283,-45.730768892020784
owner_group,Federal (NF),1,2027,9929423.25736378,10117500.0,-188076.74263622053,-1.8589250569431235
owner_group,Federal (NF),2,2032,9733679.07804682,10117500.0,-383820.9219531808,-3.793634019799168
owner_group,Federal (NF),3,2037,10186226.41700712,10117500.0,68726.41700712033,0.6792825995267638
owner_group,Federal (NF),4,2042,11289646.766694523,10117500.0,1172146.7666945234,11.585339922851727
owner_group,Federal (NF),5,2047,11443895.188942585,10117500.0,1326395.1889425851,13.10991044173546
owner_group,Federal (NF),6,2052,10774174.153937267,10117500.0,656674.1539372671,6.490478417961622
owner_group,Federal (NF),7,2057,9938959.764020707,10117500.0,-178540.23597929254,-1.7646675164743517
owner_group,Federal (NF),8,2062,9813201.142263466,10117500.0,-304298.8577365335,-3.0076487050806375
owner_group,Federal (NF),9,2067,10035675.716603994,10117500.0,-81824.28339600563,-0.8087401373462381
owner_group,Federal (NF),10,2072,9889080.378829671,10117500.0,-228419.62117032893,-2.2576686055876345
owner_group,Other public,1,2027,4344482.590948637,22434500.0,-18090017.409051362,-80.63481427734678
owner_group,Other public,2,2032,6637535.74534429,22434500.0,-15796964.254655711,-70.41371216053717
owner_group,Other public,3,2037,10012387.814356476,22434500.0,-12422112.185643524,-55.370577394831734
owner_group,Other public,4,2042,11335302.857580656,22434500.0,-11099197.142419344,-49.47378877362697
owner_group,Other public,5,2047,12174558.872226523,22434500.0,-10259941.127773477,-45.732871816949235
owner_group,Other public,6,2052,14194894.945944868,22434500.0,-8239605.054055132,-36.72738440373145
owner_group,Other public,7,2057,11475864.945488416,22434500.0,-10958635.054511584,-48.847244442762644
owner_group,Other public,8,2062,12737667.101007195,22434500.0,-9696832.898992805,-43.22286165946557
owner_group,Other public,9,2067,12769835.129452715,22434500.0,-9664664.870547285,-43.0794752303251
owner_group,Other public,10,2072,11838346.797520068,22434500.0,-10596153.202479932,-47.23151040798739
owner_group,Private,1,2027,200252077.0982975,354974000.0,-154721922.9017025,-43.58683252905917
owner_group,Private,2,2032,214178638.18961045,354974000.0,-140795361.81038955,-39.663570236239714
owner_group,Private,3,2037,229816601.3063387,354974000.0,-125157398.6936613,-35.25818755561289
owner_group,Private,4,2042,245029230.88694036,354974000.0,-109944769.11305964,-30.972625914309113
owner_group,Private,5,2047,248887569.6679197,354974000.0,-106086430.3320803,-29.885690313115976
owner_group,Private,6,2052,251744279.51985422,354974000.0,-103229720.48014578,-29.080924371966898
owner_group,Private,7,2057,249533003.42530316,354974000.0,-105440996.57469684,-29.703864670284823
owner_group,Private,8,2062,223228669.66897207,354974000.0,-131745330.33102793,-37.11407887085475
owner_group,Private,9,2067,260197362.414689,354974000.0,-94776637.585311,-26.699599853879718
owner_group,Private,10,2072,244308627.9010735,354974000.0,-110665372.09892651,-31.175627538615927
