"FORTYPCD","ForTypName","N_PLOTS","N_PIXELS","TM_ACRES","TM_BAA_mean","TM_TPA_mean","TM_CARB_mean","TM_BAA_sd","TM_TPA_sd","TM_CARB_sd","TM_BAA_CV","TM_TPA_CV","TM_CARB_CV","ESS","FIA_BAA","FIA_BAA_SE","FIA_TPA","FIA_TPA_SE","FIA_CARB","FIA_CARB_SE","FIA_ACRES","FIA_ACRES_SE","BAA_bias_abs","TPA_bias_abs","CARB_bias_abs","BAA_bias_pct","TPA_bias_pct","CARB_bias_pct","BAA_z","TPA_z","CARB_z","AREA_SCALE","AREA_PCT_DIFF"
708,"Red maple / lowland",7,90299,20082.0320681505,34.0797746896422,539.644697947929,5.50376083899046,19.3289399899975,263.320735242052,5.17834442010405,0.567167481769534,0.48795204741817,0.940873808218362,2.75931989677044,61.9778675118218,17.9996086408149,449.482897791994,21.2798819612205,11.9155491326435,19.3327505923915,52940.9142997705,29.8818021684541,-27.8980928221796,90.1618001559343,-6.41178829365308,-45.0129924474382,20.0590057149757,-53.8102627271076,-1.44333278682724,0.34240296372048,-1.23819270668061,2.63623293300747,-62.0670849119855
166,"Pond pine",17,1413569,314370.458017734,89.4774623421991,682.278273830284,16.5945294640729,35.1247978832064,456.584824360914,4.92548141405332,0.392554694375156,0.66920616099596,0.296813562850154,4.45563228122625,64.1457266750072,10.1912379189945,277.875932988715,17.1348981391064,15.2154057076507,9.91880107145372,106128.645506025,19.4095611907761,25.3317356671919,404.402340841569,1.3791237564222,39.4909169796057,145.533417195217,9.06399594543015,0.721192353943857,0.885711305467969,0.279997758693659,0.337591026126373,196.216404646273
983,"Palms",35,1136739,252804.893200559,84.3925087837225,236.698161697628,10.261484254521,37.2539460703162,138.297219553361,6.51142174600445,0.441436646536828,0.584276694679318,0.634549699097928,9.41371864638419,130.554021689938,6.00216446836183,271.175697170747,9.05408891470926,20.7620117007636,6.86812788906128,546748.951276048,9.53557973166309,-46.1615129062158,-34.4775354731189,-10.5005274462425,-35.3581699810427,-12.7140948959781,-50.5756744461152,-1.2391039816047,-0.24930027938715,-1.61263205730544,2.16273088844958,-53.7621622116435
501,"Post oak / blackjack oak",6,68551,15245.3889888458,26.0275522443145,899.855882044026,3.81654855509037,15.4792391199124,112.772842509428,4.10868928942439,0.594725119543029,0.125323226485183,1.07654579264932,1.15985702321673,40.0564366376214,15.3023513386134,371.099903022674,42.7937450091971,10.0026081852059,16.8270168970758,7289.61500378303,84.9002754048771,-14.028884393307,528.755979021351,-6.18605963011551,-35.0227967610351,142.483459228779,-61.8444661189954,-0.906303228771777,4.68868184267987,-1.50560414632428,0.478152115968734,109.138465898871
995,"Other exotic hardwoods",53,118059,26255.7129528985,62.0365426083568,881.685977604418,10.4741484342574,28.8499426109818,482.293158314994,6.43997831527396,0.465047557422961,0.547012395076768,0.614845049761844,10.834027261261,46.1858155040899,10.3552992053972,952.868931503458,18.9880571131749,7.02735425306083,13.9633544957612,29872.6507400968,38.5969758992491,15.850727104267,-71.1829538990403,3.44679418119661,34.3194700175065,-7.47038249916767,49.0482485594821,0.549419710049385,-0.14759270927196,0.535218289946988,1.13775812501024,-12.1078568442656
992,"Melaleuca",5,338040,75178.3532521688,41.0090115421252,1115.58438397823,4.86180685717667,9.3465126024354,416.576904741697,1.61410290540507,0.227913628028671,0.37341586232694,0.331996509285934,2.86688044685808,61.633373078816,38.4928069734268,641.387602502403,27.1730144534678,10.3192675373421,40.7614533158508,22772.9363537677,48.4089485860689,-20.6243615366908,474.196781475824,-5.45746068016541,-33.4629771281812,73.9329509372685,-52.8861245278954,-2.20663710776111,1.13831750171041,-3.3811107469606,0.302918797348235,230.12147438655
962,"Other hardwoods",8,1029493,228953.935701796,42.2635580170045,688.258479494275,5.46357346771663,12.7564246539477,347.164057685922,3.25207287659955,0.301830353441024,0.504409415981353,0.595228177275462,2.83187040797364,61.9689229978794,14.5401611883423,632.976423444035,15.9238639234261,15.4507483681285,14.8757823831775,204183.76838479,15.773092576646,-19.7053649808749,55.2820560502402,-9.98717490041189,-31.7987856292891,8.73366747997494,-64.6387777631097,-1.54474043593216,0.159238996164326,-3.07101817190971,0.89181156794235,12.1313106878923
407,"Slash pine / hardwood",89,4105011,912933.283226951,65.6275965313369,503.630158462426,12.190911732027,30.9677289328196,440.438972177022,8.11928396948125,0.471870532665822,0.874528589633463,0.666011217860834,15.8152670777023,90.6476595266326,5.29581039967961,540.398986886825,6.89933970070997,21.8754728367008,5.59846698817956,790281.482087668,7.72854038395223,-25.0200629952957,-36.7688284243995,-9.6845611046738,-27.6014440151593,-6.80401505491719,-44.2713223936621,-0.807939873459027,-0.083482231925701,-1.19278512010124,0.865650860372025,15.5200145668701
507,"Sassafras / persimmon",10,9169,2039.13832969215,8.56146545970117,156.174786781547,1.84759188570182,2.01910446838694,40.3891932396461,0.427453128669987,0.235836315393769,0.258615324995715,0.231356898662507,1.23852803567833,11.3136437859121,35.8629457185332,53.4279018771182,34.3536089641615,3.93503167237851,20.9193516177924,55320.1834163511,30.8364902886425,-2.75217832621089,102.746884904428,-2.08743978667669,-24.3261886116474,192.309413797947,-53.047598100143,-1.36306881060473,2.54392020892291,-4.88343550829004,27.1291959995195,-96.3139342573303
503,"White oak / red oak / hickory",19,250600,55732.1480445909,89.724934113328,178.409054189944,22.720526217079,19.1551292933249,191.931419394424,5.49131273274087,0.213487248362097,1.07579416451635,0.241689504911777,2.279739493071,117.669261649833,7.79560103136402,368.565035817619,18.119047826125,39.8790864538517,13.0302605257421,58287.0551885126,30.4233871016101,-27.9443275365045,-190.155981627675,-17.1585602367727,-23.7481965508231,-51.5936030681358,-43.0264626463515,-1.45884306540507,-0.990749624150384,-3.12467365671385,1.04584261029877,-4.38331827823293
520,"Mixed upland hardwoods",263,8929861,1985955.04896097,70.4558168469252,343.603725884423,19.0757207609391,24.5726248563564,318.052366442301,8.88206145179403,0.348766446207611,0.925637129293772,0.46562127654865,41.7524693713826,91.1716626638885,4.16978579718531,479.631793567282,5.36222065417508,28.1939389403461,4.67689130883639,1554051.88596956,5.45887922963097,-20.7158458169633,-136.028067682859,-9.11821817940699,-22.7218032573717,-28.3609363489323,-32.3410581213917,-0.843045703829422,-0.427690789427081,-1.02658805378624,0.782521178806451,27.7920683917157
608,"Sweetbay / swamp tupelo / red maple",238,5813510,1292894.65274824,88.5380352119804,714.283258688813,18.1323118683893,53.8269172871981,446.919749997105,13.5437086688727,0.607952471029248,0.625689801014659,0.746937774243998,35.7022494342485,114.172961000358,4.12291836961372,708.874634152208,4.99348685182421,24.4050946805597,4.592228202419,1464556.73216141,5.50185580987654,-25.634925788378,5.40862453660463,-6.27278281217034,-22.4527117136758,0.762987455895242,-25.7027595847315,-0.476247332753624,0.0121020038533532,-0.463151044188285,1.1327734468143,-11.7210945567007
508,"Sweetgum / yellow-poplar",23,245572,54613.9467661862,63.2786935790725,529.742160384734,14.6101252178587,20.6607006476793,505.121667870596,6.20454224062411,0.326503274310837,0.953523630257677,0.424674131679582,4.00930536837499,78.2476080604528,15.2541521646349,446.333133628686,19.8544028276623,20.3008492445621,16.2129240521882,126026.205784264,18.5443981613798,-14.9689144813803,83.409026756048,-5.69072402670338,-19.1301879411004,18.6876170446798,-28.0319505758003,-0.724511464380645,0.16512660624453,-0.917186765115963,2.30758282904931,-56.6646108035053
605,"Overcup oak / water hickory",26,250190,55640.9661583248,99.0624172724729,491.643092569647,29.3754299532355,26.5679818467155,246.035072456881,9.05183139284039,0.268194362486025,0.500434311343503,0.308142941473556,3.02473972660485,120.07284672277,26.2787882747566,533.747250133333,24.2051478437355,33.1633904811739,26.1605227496614,21713.7782210516,49.2314955292343,-21.0104294502972,-42.1041575636863,-3.7879605279384,-17.4980689004626,-7.88840739754039,-11.4221147867518,-0.790817668105814,-0.171130713776855,-0.418474490248958,0.390248044206596,156.247280376017
141,"Longleaf pine",199,5315607,1182163.59246155,63.5582150795572,298.295483511102,16.7275936332389,25.6865903530419,235.742573210542,8.93173659359684,0.404142726803915,0.790298835355207,0.533952270089158,26.9873808730933,54.3086469113164,3.90838870398599,304.904401537477,6.5695084634222,14.3133097152232,4.43474416239643,1017580.52488062,6.71557925901613,9.24956816824086,-6.60891802637462,2.41428391801572,17.0314833719665,-2.16753775709673,16.8674049961203,0.360093264271857,-0.0280344697029848,0.270303976468196,0.86077809481662,16.1739600509978
409,"Other pine / hardwood",17,136582,30375.1326585248,48.140206875723,512.682523465757,9.0879951970245,32.0955452388069,309.158062661924,8.79362145113509,0.666709748914533,0.603020482484954,0.967608505560634,5.94122194993165,57.0530496777485,13.7070087588352,480.534803172964,11.7725866794423,13.5997606473406,14.6010612678623,177135.286701234,16.2479494122725,-8.91284280202547,32.1477202927925,-4.51176545031609,-15.6220269597641,6.68998792189901,-33.1753298261051,-0.277697192420613,0.103984738473236,-0.513072512318995,5.83158890835399,-82.852014850233
602,"Sweetgum / Nuttall oak / willow oak",167,2354390,523604.198063465,104.811935601196,553.884966742978,25.1206194937967,30.6309903811577,343.186832301936,7.61053249258948,0.292247158736835,0.61959947084317,0.30295958642536,19.5634936153572,123.792217480548,3.6259699067005,490.496863094963,5.9999084406521,34.4696817847951,4.58348831780163,681323.639613487,8.38210158234579,-18.9802818793522,63.3881036480146,-9.34906229099843,-15.3323708595289,12.923243432801,-27.1225662869983,-0.619643101420179,0.184704358331108,-1.22843733997612,1.30121882546653,-23.1489753738027
982,"Mangrove",16,1738300,386588.958283768,40.7434763951562,1459.76494598171,5.32560029914284,15.2773057970763,1130.12350950412,2.37451129843507,0.374963237032286,0.774181838394604,0.445867351107302,5.8107727627659,47.217745882937,11.9989842174093,1418.82155093702,13.4886010990313,6.08559319246189,12.7904419555354,279434.491761996,13.8181941471899,-6.47426948778083,40.9433950446846,-0.759992893319047,-13.7115174956296,2.88573253046831,-12.4883946278308,-0.423783458534936,0.0362291330994875,-0.320062866754907,0.72282067496838,38.346900501116
142,"Slash pine",555,19061638,4239210.01990582,76.9620089623935,412.205377117119,18.839139570272,27.5640066649139,284.696571066617,8.6546983470262,0.358150820600106,0.690666805604836,0.459399874115442,80.1402066142925,68.0724485832704,2.2865087009082,377.22229812682,3.05369587597803,17.8823662502669,2.55501588609351,4177667.71653614,3.10813918278431,8.88956037912307,34.9830789902991,0.956773320005123,13.0589696185951,9.27386296197634,5.35037313638985,0.322506103237834,0.122878469730896,0.110549586090875,0.985482600984452,1.47312585742717
161,"Loblolly pine",387,5619710,1249794.53187417,81.9272610844332,649.211607312477,15.1704644688071,34.3282834274362,473.390203650088,9.20813887530988,0.419009289130976,0.729177048466167,0.606978045678383,44.2849642993706,73.7285001988854,4.4387746509357,462.031819142575,5.76297118817614,16.5646302903053,5.10809354315827,1183392.12666245,6.39362124553871,8.19876088554783,187.179788169902,-1.39416582149822,11.120205705299,40.5123154758615,-8.41652241592238,0.238833989554955,0.395402749627362,-0.151405820478712,0.946869342505327,5.61119207367032
705,"Sycamore / pecan / American elm",8,50306,11187.7950500047,111.062276497833,1118.09965352045,24.118784041665,28.1695906858464,282.250472758157,9.06723441332421,0.25363779290438,0.252437671248231,0.375940777016811,1.87728082256212,124.16673250774,28.7771245913137,288.345622,50.1065868415087,42.2565775969513,25.6473667684302,11580.6817178942,64.7749930400034,-13.1044560099063,829.754031520455,-18.1377935552863,-10.5539187069205,287.763700300071,-42.923006515783,-0.4651986660385,2.93977906719546,-2.00036667505067,1.03511743521699,-3.39260397151226
406,"Loblolly pine / hardwood",107,1312126,291810.057801903,86.8870367110323,590.819080720906,18.6859920693592,35.6288357457025,516.398918439085,9.2612756744299,0.410059280352676,0.87403899990668,0.495626651239797,23.4648488146008,97.0188841379115,6.65526699801389,467.377063803844,10.5481013368769,26.9121196450445,8.01368800284311,369859.653618749,11.7548361185603,-10.1318474268791,123.442016917062,-8.22612757568528,-10.4431704372901,26.411654845106,-30.5666282856319,-0.284372116428229,0.239043910646036,-0.888228346165892,1.2674671202383,-21.1024898372126
514,"Southern scrub oak",64,2683122,596712.500102549,49.1835546325512,428.64241943527,10.3073315041209,28.3260617954214,413.845998554325,7.68514586779367,0.575925469540469,0.965480735900009,0.745599951327955,15.5743948206399,44.7696191740091,8.27566128911579,340.536394178642,10.2192210154993,12.7337479699441,9.78167911234764,672408.356285647,8.48463611017926,4.41393545854208,88.1060252566281,-2.42641646582318,9.85922047133379,25.872719263718,-19.055006205167,0.155825948923671,0.212895679949561,-0.315728095154526,1.12685481897914,-11.257423480166
164,"Sand pine",41,1396692,310617.10022624,61.5972099606069,497.223684140813,13.1063598918015,31.1051359655327,263.259203362745,9.18572179987268,0.504976377751935,0.529458293640314,0.700859878387644,20.8308722869298,68.0530745603419,5.87219145706824,610.362289269352,6.27887009635045,13.5451837378737,6.77239846366514,451444.932882696,9.85061766471826,-6.45586459973499,-113.138605128539,-0.438823846072221,-9.48651422649633,-18.5363032935692,-3.23970390187639,-0.20754979521352,-0.429761253104779,-0.0477723858432446,1.45338081050233,-31.1949082598406
609,"Baldcypress / pondcypress",111,4130083,918509.166769545,114.75959475289,890.483813078333,20.5365980441555,59.9048835322697,478.048528288612,14.6390575811027,0.522003268321589,0.53684134542102,0.712827779441725,21.2291332626423,125.664008679652,4.39519918059762,832.97413186178,4.78156138706522,22.6040915953993,5.61147247267894,1172734.79907957,6.09547048667857,-10.9044139267618,57.5096812165524,-2.06749355124373,-8.67743599884658,6.90413771769989,-9.14654562656496,-0.182028797717097,0.12030092723522,-0.141231328573543,1.27678072414252,-21.6780155675054
162,"Shortleaf pine",4,21726,4831.75039272459,100.033104349627,440.182103470496,30.7900363619626,4.69755814249156,194.079036370033,1.89353535548419,0.046960035610542,0.440906240485175,0.0614983150141202,1.9942321700605,93.8596553043045,23.3502866926134,444.50751420133,45.9529691524356,30.99178485972,23.8754198804033,22651.1107699985,49.0439140012041,6.1734490453227,-4.32541073083388,-0.201748497757372,6.57731911043954,-0.973079327715207,-0.650974116755644,1.31418257274583,-0.0222868518503308,-0.106545936506046,4.68797204510098,-78.6688147800493
607,"Baldcypress / water tupelo",88,1666775,370682.167027226,176.844691448636,428.597875940064,39.1817282656627,70.7912785271255,318.492565699259,17.7879122959344,0.400301970883229,0.743103462658779,0.453984882323912,11.1400039889044,188.837847746164,4.30571218325542,494.929616008225,6.71265297142322,37.178050900212,4.97456949882599,447816.059791567,10.7755928432445,-11.9931562975283,-66.3317400681606,2.0036773654507,-6.35103420244946,-13.4022571942954,5.3894093878904,-0.16941573237631,-0.208267781455204,0.112642637995728,1.20808633278189,-17.2244588102182
171,"Eastern redcedar",1,258361,57458.1544331546,63.5651,114.34,11.8,0,0,0,0,0,0,1,67.4551281847626,22.5439425706674,212.4181647947,49.8426642139147,12.8760793829266,21.4402435799857,20643.1817874726,45.7928674953034,-3.89002818476263,-98.0781647947001,-1.07607938292659,-5.76683832563132,-46.1722117265685,-8.35719748942715,-Inf,-Inf,-Inf,0.359273317967223,178.33962334248
506,"Yellow-poplar / white oak / northern red oak",1,1761,391.637321255086,108.3352,759.46,28.27,1.4210854715202e-14,0,0,1.31174860204273e-16,0,0,1,102.474802968598,0,1140.305224,0,21.4901413662917,0,1492.00469301366,100.164529302152,5.86039703140187,-380.845224,6.77985863370833,5.71886635702799,-33.3985336543543,31.5486925755773,412388779482260,-Inf,Inf,3.80965912092394,-73.7509323470003
403,"Longleaf pine / oak",57,1446341,321658.781863374,50.7545635189765,448.800914825757,10.9338926712304,16.255989243184,268.808669042273,5.26078755298294,0.320286258340221,0.598948576445383,0.48114497838682,11.5647846498502,52.3424020929061,8.43095931988806,399.716903387634,10.5196319621558,14.7130593089761,9.59454050844752,302898.874543112,13.0558152704242,-1.58783857392957,49.0840114381224,-3.77916663774572,-3.03356076610929,12.2796937087552,-25.6857976195348,-0.0976771422628328,0.182598320258799,-0.71836518766147,0.941677614981982,6.19345560413839
519,"Red maple / oak",3,87938,19556.9578401645,35.2299481919079,1127.85201585208,4.98371068252633,2.22551172679826,116.044441316213,0.435179679598293,0.0631710190056266,0.102889776039051,0.0873204139084762,1.44926449422314,35.8051190772999,36.9338882540171,306.168779267259,51.072525837688,8.27725636050385,32.0391445807583,53109.9235638941,28.3989499098141,-0.575170885391977,821.683236584819,-3.29354567797753,-1.60639288519118,268.375906436743,-39.790306528298,-0.258444329214768,7.08076343222498,-7.56824326222617,2.71565363069,-63.176452670589
504,"White oak",3,7,1.55676391186008,73.9407428571429,459.072857142857,24.99,35.2056154223343,283.542912132199,11.3760148683849,0.476132833698375,0.617642510813844,0.45522268380892,2.88235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,"Swamp chestnut oak / cherrybark oak",6,1201,267.096208306279,102.312811157369,566.955270607827,27.1395670274771,6.95449726195359,31.0461360796527,3.12145221423839,0.067972888080035,0.0547594099378748,0.115014812545761,2.77768876581273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,"Mesquite woodland",1,3,0.66718453365432,4.5859,380.84,0.42,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
