"STATE","SOURCE","N_PIXELS","FOREST_ACRES","BAA_sqft_ac","TPA_live_ac","Carbon_tons_ac","BA_Total_sqft","TPA_Total_trees","Carbon_Total_tons"
"FL","TreeMap2022",71791171,15965986.3147108,77.7999048583676,519.478661234541,17.2155490471105,1242152216.2545,8293989196.05499,274863220.4864
