"FIA_TOTAL_ACRES","BAA_adj_ac","TPA_adj_ac","CARB_adj_ac","BAA_adj_total","TPA_adj_total","CARB_adj_total"
16687522.8760607,77.4224759033138,507.135391397116,16.880249823583,1291989337.75781,8462833445.19935,281689555.08466
